,Unnamed: 0,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,ANO_BO,NUM_BO,VERSAO,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DATA_OCORRENCIA_BO,HORA_OCORRENCIA,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,DESC_LEI,FLAG_ATO_INFRACIONAL,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,CIRCUNSTANCIA,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CIDADE,BAIRRO,CEP,LOGRADOURO_VERSAO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO,MARCA_OBJETO,FLAG_BLOQUEIO,FLAG_DESBLOQUEIO,MES,ANO,PERIODO_DO_DIA
1069,1069,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DL6961,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2022-11-06,,Pela Parte Interessada,2023-03-14,2023-03-13,2023-03-14,A tarde,D,N,,N,CONSUMADO,Não Criminal,N,Outros não criminal,,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030470.0,1,RUA FRANCO DA ROCHA,826.0,-21.1866230171111,-47.8304080713888,1003152435,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,3,2023,
1070,1070,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DR3555,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-16,02:40:00,Pela Parte Interessada,2023-03-17,2023-03-16,2023-03-17,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD PIRATININGA,14030680.0,1,ACESSO AVENIDA BANDEIRANTES,1360.0,-21.178505168,-47.8410165939999,1003191470,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,Madrugada
1071,1071,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DT3180,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-18,,Pela Parte Interessada,2023-03-20,2023-03-19,2023-03-20,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,PARQUE RIBEIRAO PRETO,14031530.0,1,RUA LÚCIO DE MENDONÇA,2439.0,-21.1996519,-47.8446964,1003205427,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,
1072,1072,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DV7431,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-21,13:20:00,Pela Parte Interessada,2023-03-21,2023-03-21,2023-03-21,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,PQ RIBEIRAO PRETO,14031140.0,1,RUA PEDRO MARZOLA,995.0,-21.206823711,-47.839368717,1003223210,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,Tarde
1073,1073,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DV7864,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-21,,Pela Parte Interessada,2023-03-21,2023-03-21,2023-03-21,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030190.0,1,RUA BARÃO DE MAUÁ,460.0,-21.1844446803529,-47.8269302418431,1003223530,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,3,2023,
1074,1074,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DZ8010,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-19,,Pela Parte Interessada,2023-03-24,2023-03-23,2023-03-24,De madrugada,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,PARQUE RIBEIRAO PRETO,14031180.0,1,AVENIDA CÁSPER LÍBERO,1052.0,-21.2027885,-47.8483369,1003251062,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,
1075,1075,100929,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ INTEGRADA RIB. PRETO,RIBEIRAO PRETO,2023,EA2558,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-24,,Pela Parte Interessada,2023-03-24,2023-03-24,2023-03-24,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Veículo,,,Via Pública,Via Pública,RIBEIRAO PRETO,JARDIM PROGRESSO,14031805.0,1,RUA A1,1.0,-21.2048436,-47.8512588,1003253945,Subtraído,Telecomunicação,Telefone Celular,Unidade,2,Samsung,N,N,3,2023,
1076,1076,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EA4039,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-24,,Pela Parte Interessada,2023-03-26,2023-03-24,2023-03-26,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,VILA MONTE ALEGRE,14040900.0,1," AVENIDA BANDEIRANTES, 3900",3900.0,,,1003254990,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,S,N,3,2023,
1077,1077,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EA6536,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-24,06:15:00,Pela Parte Interessada,2023-03-25,2023-03-24,2023-03-25,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030069.0,1,RUA FELIPE CAMARÃO,246.0,-21.1775793840379,-47.8189110857721,1003256907,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,Manhã
1078,1078,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EA9329,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-24,,Pela Parte Interessada,2023-03-25,2023-03-24,2023-03-25,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,PQ RIBEIRAO PRETO,14031560.0,1,RUA CRUZ E SOUZA,2660.0,-21.2006650826388,-47.8525020650555,1003258702,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,3,2023,
1079,1079,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,EE7814,4,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-28,08:55:00,Pela Parte Interessada,2023-06-26,2023-03-28,2023-06-26,,C,N,,N,CONSUMADO,Código Penal,S,Roubo (art. 157),Residência,,"§ 2º, II - há concurso de duas ou mais pessoas",Via Pública,Via Pública,RIBEIRAO PRETO,JARDIM RECREIO,14040110.0,1,RUA UMBÚ,250.0,-21.1757384956363,-47.8599333016363,1003287339,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,3,2023,Manhã
1080,1080,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,EE7814,4,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-28,08:55:00,Pela Parte Interessada,2023-06-26,2023-03-28,2023-06-26,,C,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Residência,,,Via Pública,Via Pública,RIBEIRAO PRETO,JARDIM RECREIO,14040110.0,1,RUA UMBÚ,250.0,-21.1757384956363,-47.8599333016363,1003287339,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,3,2023,Manhã
1081,1081,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EH4128,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-23,07:40:00,Pela Parte Interessada,2023-03-30,2023-03-29,2023-03-30,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030210.0,1,RUA RANGEL PESTANA,335.0,-21.1874342,-47.8250103,1003305302,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,3,2023,Manhã
1082,1082,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EI1527,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-29,20:50:00,Pela Parte Interessada,2023-03-30,2023-03-29,2023-03-30,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,CENTRO,14030000.0,1,AVENIDA CARAMURU,100.0,-21.1794457,-47.8172001,1003309992,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,S,N,3,2023,Noite
1083,1083,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EJ6129,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-30,,Pela Parte Interessada,2023-03-31,2023-03-31,2023-03-31,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,JARDIM CALIFORNIA,14026900.0,1," AVENIDA CORONEL FERNANDO FERREIRA LEITE, 1540",1540.0,,,1003319510,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,3,2023,
1084,1084,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,EK0082,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-30,,Pela Parte Interessada,2023-04-01,2023-03-31,2023-04-01,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030420.0,1,RUA ABÍLIO SAMPAIO,1120.0,-21.1914801201999,-47.82743192852,1003322178,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,3,2023,
1085,1085,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DB1329,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-03,,Pela Parte Interessada,2023-03-06,2023-03-04,2023-03-06,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,VILA DO GOLF,14027250.0,1,AVENIDA LUIZ EDUARDO TOLEDO PRADO,847.0,,,1003077717,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,
1086,1086,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DE3276,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-01-28,,Pela Parte Interessada,2023-03-08,2023-03-07,2023-03-08,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,BONFIM PAULISTA,14110000.0,1,RUA DOUTORA ÍRIA ALVES,2710.0,-21.2653682009999,-47.8183573749999,1003100130,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,N,N,3,2023,
1087,1087,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2023,DH2990,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-09,20:11:35,Pela Parte Interessada,2023-03-10,2023-03-10,2023-03-10,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA DO GOLFE,14027250.0,1,AVENIDA LUIZ EDUARDO TOLEDO PRADO,780.0,-21.2351291,-47.836758,1003120596,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,S,N,3,2023,Noite
1088,1088,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DJ3114,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-09,15:30:00,Pela Parte Interessada,2023-03-12,2023-03-11,2023-03-12,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA DO GOLF,14027250.0,1,AVENIDA LUIZ EDUARDO TOLEDO PRADO,900.0,,,1003134440,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,3,2023,Tarde
1089,1089,100929,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ INTEGRADA RIB. PRETO,RIBEIRAO PRETO,2023,DR0002,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-17,,Pela Parte Interessada,2023-03-17,2023-03-17,2023-03-17,Em hora incerta,C,N,,N,CONSUMADO,Código Penal,N,Estelionato (art. 171),,,,Via Pública,Via Pública,RIBEIRAO PRETO,BONFIM PAULISTA,,1,RUA RIBEIRÃO BONFIM PAULISTA,0.0,-21.252113973,-47.8186625129999,1003189619,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Apple,N,N,3,2023,
1090,1090,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,ED7809,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-26,10:00:00,Pela Parte Interessada,2023-03-28,2023-03-27,2023-03-28,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,QUINTA DA PRIMAVERA,14022102.0,1,RUA LEONEL FERREIRA VIANNA,100.0,-21.235018,-47.7901172,1003279932,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,Manhã
1091,1091,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,EH2135,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-25,,Pela Parte Interessada,2023-03-30,2023-03-28,2023-03-30,De madrugada,D,N,,N,CONSUMADO,Não Criminal,N,Outros não criminal,,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA DO GOLFE,14027250.0,1,AVENIDA LUIZ EDUARDO TOLEDO PRADO,900.0,-21.2257042,-47.8352365,1003303962,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,N,N,3,2023,
1092,1092,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,EH5906,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,07º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-26,16:00:00,Pela Parte Interessada,2023-03-30,2023-03-30,2023-03-30,,D,N,,N,CONSUMADO,Não Criminal,N,Outros não criminal,,,,Via Pública,Via Pública,RIBEIRAO PRETO,BONFIM PAULISTA,14110000.0,1,RUA DOUTORA ÍRIA ALVES,206.0,-21.263113715,-47.814580787,1003306456,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,3,2023,Tarde
1093,1093,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DD9829,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-07,,Pela Parte Interessada,2023-03-07,2023-03-07,2023-03-07,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,PARQUE SAO SEBASTIAO,14093380.0,1,RUA SEBASTIÃO FERNANDES,1095.0,-21.1832852749999,-47.7414712779999,1003098116,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,3,2023,
1094,1094,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DF6193,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-08,18:13:00,Pela Parte Interessada,2023-03-09,2023-03-08,2023-03-09,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Estabelecimento Comercial,,,Via Pública,Via Pública,RIBEIRAO PRETO,PARQUE RES CANDIDO PORTINARI,14093550.0,1,AVENIDA PROFESSORA DINÁ RIZI,1535.0,-21.1674331633599,-47.7503208657,1003108932,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,Noite
1095,1095,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DF7301,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-08,,Pela Parte Interessada,2023-03-09,2023-03-09,2023-03-09,A noite,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD CASTELO BRANCO,14090550.0,1,RUA SÃO FRANCISCO DE ASSIS,92.0,-21.1864865706417,-47.7800404089552,1003109628,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,
1096,1096,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2023,DH3513,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-01,,Pela Parte Interessada,2023-03-10,2023-03-10,2023-03-10,Em hora incerta,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Residência,,,Unidade Rural,Chácara,RIBEIRAO PRETO,PORTAL DOS IPES,,1,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,0.0,0.0,1003120923,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,,,3,2023,
1097,1097,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DH8500,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-08,,Pela Parte Interessada,2023-03-10,2023-03-09,2023-03-10,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,JD PAULISTA,14090270.0,1,AVENIDA TREZE DE MAIO,92.0,-21.1747435687037,-47.7936878593333,1003124288,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,
1098,1098,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DI3426,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-11,00:35:00,Pela Parte Interessada,2023-03-11,2023-03-11,2023-03-11,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,IGUATEMI,14091520.0,1,RUA ALFREDO BENZONI,3.0,-21.1931540742812,-47.7770818829531,1003127391,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,Madrugada
1099,1099,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DI8336,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-11,17:00:00,Pela Parte Interessada,2023-03-21,2023-03-11,2023-03-21,,D,N,,N,CONSUMADO,Código Penal,N,Ameaça (art. 147),,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD ANHANGUERA,14092250.0,1,RUA HÉLIO PINTO CARDOSO,510.0,-21.181221648,-47.770067609,1003130749,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,Tarde
1100,1100,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DI8336,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-11,17:00:00,Pela Parte Interessada,2023-03-21,2023-03-11,2023-03-21,,D,N,,N,CONSUMADO,Código Penal,N,Lesão corporal (art. 129),,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD ANHANGUERA,14092250.0,1,RUA HÉLIO PINTO CARDOSO,510.0,-21.181221648,-47.770067609,1003130749,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,Tarde
1101,1101,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2023,DI8336,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-11,17:00:00,Pela Parte Interessada,2023-03-21,2023-03-11,2023-03-21,,D,N,,N,CONSUMADO,Código Penal,N,Dano (art. 163),,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD ANHANGUERA,14092250.0,1,RUA HÉLIO PINTO CARDOSO,510.0,-21.181221648,-47.770067609,1003130749,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,3,2023,Tarde
1102,1102,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2023,DK0344,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-12,,Pela Parte Interessada,2023-03-13,2023-03-13,2023-03-13,De madrugada,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,NUCLEO SAO LUIS,14098565.0,1,RUA QUATRO,303.0,,,1003140015,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,3,2023,
1103,1103,100412,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.S. JOAQUIM DA BARRA,DEL.POL.MORRO AGUDO,RIBEIRAO PRETO,2023,DK3779,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,08º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2023-03-11,,Pela Parte Interessada,2023-03-13,2023-03-13,2023-03-13,De madrugada,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Transeunte,,,Lazer e Recreação,Estádio/Ginásio,RIBEIRAO PRETO,JARDIM PALMA TRAVASSOS,,1,AVENIDA DOUTOR PLÍNIO DE CASTRO PRADO,1000.0,-21.1876344,-47.793194,1003142891,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Apple,S,N,3,2023,
